P,Q,V,F
1000.0,461.0870290096699,40.86164497720571,394.24996644601515
1000.0,461.17039013004336,40.06367253876853,401.49141723116406
1000.0,461.2537512504168,39.2690326137035,408.81843395078744
1000.0,461.33711237079024,38.478973919180916,416.2312497770259
1000.0,461.4204734911637,37.694741307169274,423.73011996593686
1000.0,461.5038346115372,36.91757424132108,431.31532340072266
1000.0,461.58719573191064,36.148705283077945,438.9871641289201
1000.0,461.6705568522841,35.389358588910774,446.7459728919862
1000.0,461.7539179726576,34.64074842059449,454.5921086457296
1000.0,461.837279093031,33.90407767039847,462.52596007005536
1000.0,461.92064021340445,33.18053640305259,470.5479470665125
1000.0,462.0040013337779,32.471300416325974,478.6585222421553
1000.0,462.0873624541514,31.777529822029628,486.85817237825296
1000.0,462.17072357452486,31.100367649226673,495.1474198824111
1000.0,462.2540846948983,30.440938471403587,503.52682422269277
1000.0,462.33744581527174,29.800347059323936,511.9969833423608
1000.0,462.4208069356452,29.179677061251535,520.5585350538911
1000.0,462.50416805601867,28.57998971219369,529.2121584109436
1000.0,462.58752917639214,28.002322573776596,537.9585750570103
1000.0,462.6708902967656,27.447688306324512,546.7985505494963
1000.0,462.754251417139,26.917073474672,555.7328956580326
1000.0,462.8376125375125,26.411437389194116,564.7624676358521
1000.0,462.92097365788595,25.931710983493343,573.8881714631101
1000.0,463.0043347782594,25.478795730134205,583.1109610610663
1000.0,463.0876958986329,25.053562595766866,592.431840476095
1000.0,463.17105701900635,24.656851036929773,601.8518650325326
1000.0,463.25441813937977,24.289468037768607,611.3721424534214
1000.0,463.33777925975323,23.95218719085453,620.9938339482536
1000.0,463.4211403801267,23.645747822228916,630.7181552668729
1000.0,463.50450150050017,23.37085416174463,640.5463777187384
1000.0,463.58786262087364,23.12817455971566,650.4798291568084
1000.0,463.6712237412471,22.91834075082708,660.5198949253547
1000.0,463.7545848616205,22.741947166196823,670.6680187710714
1000.0,463.837945981994,22.599550294418755,680.9257037168952
1000.0,463.92130710236745,22.491668092353866,691.294512898012
1000.0,464.0046682227409,22.418779446372717,701.7760703595774
1000.0,464.0880293431144,22.381323684687754,712.3720618157374
1000.0,464.17139046348785,22.379700141348923,723.0842353695932
1000.0,464.25475158386126,22.414267772410145,733.9144021938082
1000.0,464.33811270423473,22.485344824707763,744.8644371716165
1000.0,464.4214738246082,22.593208557625186,755.9362794980503
1000.0,464.50483494498167,22.73809501815063,767.1319332412601
1000.0,464.58819606535513,22.920198869467285,778.4534678638622
1000.0,464.6715571857286,23.13967327324731,789.9030187043073
1000.0,464.754918306102,23.39662982575319,801.4827874183212
1000.0,464.8382794264755,23.69113854778192,813.1950423805287
1000.0,464.92164054684895,24.023227928419473,825.0421190464313
1000.0,465.0050016672224,24.392885022505165,837.0264202749672
1000.0,465.0883627875959,24.800055601637897,849.1504166119411
1000.0,465.1717239079693,25.24464435848883,861.4166465346673
1000.0,465.25508502834276,25.726515164118155,873.8277166582329
1000.0,465.33844614871623,26.245491377926967,886.3863019038387
1000.0,465.4218072690897,26.801356209809402,899.095145629737
1000.0,465.50516838946317,27.393853134004786,911.9570597253397
1000.0,465.58852950983663,28.022686354084914,924.9749246691262
1000.0,465.67189063021004,28.687521318447732,938.1516895510352
1000.0,465.7552517505835,29.38798528562573,951.4903720600809
1000.0,465.838612870957,30.123667938655373,964.9940584379809
1000.0,465.92197399133045,30.89412204769279,978.6659033996465
1000.0,466.0053351117039,31.698864180001223,992.5091300214243
1000.0,466.0886962320774,32.537375456376886,1006.5270295980399
1000.0,466.1720573524508,33.40910235302245,1020.722961469236
1000.0,466.25541847282426,34.31345754782143,1035.1003528171489
1000.0,466.3387795931977,35.24982080991163,1049.6626984355141
1000.0,466.4221407135712,36.21753993140296,1064.4135604718344
1000.0,466.50550183394466,37.21593170003284,1079.3565681436924
1000.0,466.58886295431813,38.2442829115025,1094.4954174304285
1000.0,466.67222407469154,39.30185142018879,1109.833870741449
1000.0,466.755585195065,40.38786722687943,1125.375756562468
1000.0,466.8389463154385,41.501533602134636,1141.1249690810255
1000.0,466.92230743581194,42.64202824383469,1157.0854677926588
1000.0,467.0056685561854,43.80850446743192,1173.261277089145
1000.0,467.0890296765589,45.000092427386,1189.6564858302595
1000.0,467.1723907969323,46.2159003682241,1206.27524690053
1000.0,467.25575191730576,47.45501590363211,1223.121776752499
1000.0,467.3391130376792,48.71650732194967,1240.2003549380272
1000.0,467.4224741580527,49.999424916410625,1257.5153236292076
1000.0,467.50583527842616,51.30280233844136,1275.0710871304768
1000.0,467.5891963987996,52.62565797230263,1292.8721113835365
1000.0,467.67255751917304,53.96699632933575,1310.9229234667175
1000.0,467.7559186395465,55.32580946005139,1329.228111090439
1000.0,467.83927975992,56.701078382279356,1347.7923220904333
1000.0,467.92264088029344,58.09177452357939,1366.6202639204193
1000.0,468.0060020006669,59.49686117609773,1385.7167031459223
1000.0,468.0893631210403,60.915294962040626,1405.086464940951
1000.0,468.1727242414138,62.34602730792525,1424.7344325892489
1000.0,468.25608536178726,63.78800592575957,1444.665546991848
1000.0,468.3394464821607,65.24017629929679,1464.8848061826523
1000.0,468.4228076025342,66.7014831735057,1485.3972648537892
1000.0,468.50616872290766,68.17087204539706,1506.208033892466
1000.0,468.58952984328107,69.64729065434689,1527.322279931062
1000.0,468.67289096365454,71.12969047006025,1548.7452249121955
1000.0,468.756252084028,72.61702817632563,1570.4821456704894
1000.0,468.8396132044015,74.10826714871679,1592.5383735327619
1000.0,468.92297432477494,75.60237892440998,1614.9192939383513
1000.0,469.0063354451484,77.09834466229636,1637.6303460812849
1000.0,469.0896965655218,78.59515659158487,1660.677022575976
1000.0,469.1730576858953,80.0918194471072,1684.0648691481338
1000.0,469.25641880626875,81.58735188955642,1707.7994843525407
1000.0,469.3397799266422,83.08078790891204,1731.8865193193467
1000.0,469.4231410470157,84.57117820932831,1756.3316775305004
1000.0,469.50650216738916,86.05759157378803,1781.1407146279219
1000.0,469.58986328776257,87.53911620685285,1806.3194382549962
1000.0,469.67322440813604,89.01486105387055,1831.8737079329428
1000.0,469.7565855285095,90.48395709503214,1857.8094349735884
1000.0,469.839946648883,91.9455586127062,1884.1325824300443
1000.0,469.92330776925644,93.3988444305134,1910.8491650867588
1000.0,470.00666888962985,94.8430191226427,1937.9652494903846
1000.0,470.0900300100033,96.27731419195013,1965.4869540228644
1000.0,470.1733911303768,97.70098921542358,1993.420449018113
1000.0,470.25675225075025,99.11333295563955,2021.7719569236265
1000.0,470.3401133711237,100.51366443688372,2050.547752508324
1000.0,470.4234744914972,101.90133398465349,2079.7541631178788
1000.0,470.5068356118706,103.27572422730974,2109.397568978765
1000.0,470.59019673224407,104.63625105869389,2139.484403552196
1000.0,470.67355785261753,105.98236456057883,2170.021153939103
1000.0,470.756918972991,107.31354988387422,2201.014361337239
1000.0,470.84028009336447,108.62932808756109,2232.470621551471
1000.0,470.92364121373794,109.9292569343859,2264.396585558263
1000.0,471.00700233411135,111.21293164240052,2296.7989601253093
1000.0,471.0903634544848,112.47998559149246,2329.6845084872466
1000.0,471.1737245748583,113.73009098410805,2363.0600510782924
1000.0,471.25708569523175,114.9629594594308,2396.9324663226507
1000.0,471.3404468156052,116.17834266033789,2431.3086914834407
1000.0,471.42380793597863,117.37603275251837,2466.195723570879
1000.0,471.5071690563521,118.55586289519943,2501.600620310388
1000.0,471.59053017672557,119.71770766298873,2537.530501171244
1000.0,471.67389129709903,120.86148341840484,2573.992548456349
1000.0,471.7572524174725,121.9871486347306,2610.994008453638
1000.0,471.84061353784597,123.094704168889,2648.5421926495924
1000.0,471.92397465821944,124.1841934841049,2686.644479005284
1000.0,472.00733577859285,125.2557028221809,2725.3083132953107
1000.0,472.0906968989663,126.30936132528016,2764.541210509941
1000.0,472.1740580193398,127.34534110717387,2804.350756320735
1000.0,472.25741913971325,128.3638572739758,2844.744608609852
1000.0,472.3407802600867,129.36516789445116,2885.7304990632115
1000.0,472.4241413804601,130.3495739200513,2927.316234827613
1000.0,472.5075025008336,131.31741905489042,2969.509700231884
1000.0,472.59086362120706,132.26908957594395,3012.318858572065
1000.0,472.67422474158053,133.20501410381212,3055.751753960591
1000.0,472.757585861954,134.12566332445516,3099.8165132393897
1000.0,472.84094698232747,135.0315496623688,3144.5213479567556
1000.0,472.9243081027009,135.92322690573093,3189.874556407822
1000.0,473.00766922307434,136.80128978411116,3235.8845257384023
1000.0,473.0910303434478,137.66637349939495,3282.5597341119205
1000.0,473.1743914638213,138.51915321063393,3329.908752939118
1000.0,473.25775258419475,139.3603434735921,3377.94024917017
1000.0,473.3411137045682,140.1906976358151,3426.662987648801
1000.0,473.4244748249416,141.01100718810557,3476.0858335279554
1000.0,473.5078359453151,141.82210107334402,3526.21775474653
1000.0,473.59119706568856,142.62484495364674,3577.0678245666354
1000.0,473.67455818606203,143.42014043690617,3628.6452241708275
1000.0,473.7579193064355,144.20892426381,3680.95924531869
1000.0,473.8412804268089,144.9921674564848,3734.019293062137
1000.0,473.9246415471824,145.77087442995855,3787.834888518751
1000.0,474.00800266755584,146.54608206768302,3842.415671702457
1000.0,474.0913637879293,147.31885876240202,3897.771404410777
1000.0,474.1747249083028,148.0903034236954,3953.9119731679093
1000.0,474.25808602867625,148.8615444535695,4010.847392222821
1000.0,474.34144714904966,149.63373869150607,4068.5878066015343
1000.0,474.4248082694231,150.40807033041804,4127.143495212752
1000.0,474.5081693897966,151.18574980499915,4186.524874005944
1000.0,474.59153051017006,151.96801265398608,4246.7424991810085
1000.0,474.6748916305435,152.75611835788652,4307.807070448575
1000.0,474.758252750917,153.5513491537558,4369.729434340031
1000.0,474.8416138712904,154.3550088286335,4432.520587566302
1000.0,474.9249749916639,155.16842149327735,4496.191680424443
1000.0,475.00833611203734,155.9929303378571,4560.754020251035
1000.0,475.0916972324108,156.82989637129185,4626.219074921423
1000.0,475.1750583527843,157.6806971459353,4692.5984763937795
1000.0,475.2584194731577,158.54672546933088,4759.904024296996
1000.0,475.34178059353115,159.42938810477455,4828.147689561394
1000.0,475.4251417139046,160.33010446243614,4897.34161809124
1000.0,475.5085028342781,161.25030528280206,4967.498134478049
1000.0,475.59186395465156,162.19143131421032,5038.6297457536775
1000.0,475.675225075025,163.15493198625666,5110.749145182169
1000.0,475.7585861953985,164.14226408085412,5183.869216089383
1000.0,475.8419473157719,165.1548904027316,5258.003035729387
1000.0,475.9253084361454,166.19427845115624,5333.163879186623
1000.0,476.00866955651884,167.26189909466274,5409.365223312886
1000.0,476.0920306768923,168.35922525056844,5486.620750698148
1000.0,476.1753917972658,169.48773057104597,5564.944353674264
1000.0,476.2587529176392,170.64888813751662,5644.3501383506455
1000.0,476.34211403801265,171.84416916511648,5724.852428680989
1000.0,476.4254751583861,173.07504171897457,5806.465770560151
1000.0,476.5088362787596,174.34296944402578,5889.204935950328
1000.0,476.59219739913306,175.64941031006518,5973.08492703567
1000.0,476.6755585195065,176.99581537372978,6058.1209804045375
1000.0,476.75891963987993,178.3836275590718,6144.328571258592
1000.0,476.8422807602534,179.81428045836512,6231.723417647981
1000.0,476.92564188062687,181.2891971547587,6320.321484731876
1000.0,477.00900300100034,182.809789068365,6410.13898906369
1000.0,477.0923641213738,184.37745482733985,6501.192402900303
1000.0,477.1757252417473,185.99357916548004,6593.498458534691
1000.0,477.2590863621207,187.65953184783018,6687.074152651369
1000.0,477.34244748249415,189.37666662575552,6781.936750704127
1000.0,477.4258086028676,191.14632022290047,6878.103791315541
1000.0,477.5091697232411,192.969811353413,6975.593090697833
1000.0,477.59253084361455,194.84843977377506,7074.422747094658
1000.0,477.675891963988,196.78348536953683,7174.611145243464
1000.0,477.75925308436143,198.77620727820874,7276.176960858123
1000.0,477.8426142047349,200.8278430495199,7379.139165131557
1000.0,477.92597532510837,202.93960784420509,7483.517029258174
1000.0,478.00933644548184,205.1126936724341,7589.330128975932
1000.0,478.0926975658553,207.34826867294763,7696.598349127945
1000.0,478.17605868622877,209.6474764339139,7805.341888243583
1000.0,478.2594198066022,212.01143535646725,7915.581263139066
1000.0,478.34278092697565,214.4412380618377,8027.337313537626
1000.0,478.4261420473491,216.93795084292634,8140.6312067093495
1000.0,478.5095031677226,219.50261316112545,8255.484442130897
1000.0,478.59286428809605,222.13623718912768,8371.91885616533
1000.0,478.67622540846946,224.83980740041045,8489.956626762352
1000.0,478.75958652884293,227.61428020602472,8609.620278179333
1000.0,478.8429476492164,230.46058363925889,8730.932685723525
1000.0,478.92630876958987,233.3796170886896,8853.917080515987
1000.0,479.00966988996333,236.37225108007183,8978.597054277747
1000.0,479.0930310103368,239.4393271074602,9104.996564138828
1000.0,479.1763921307102,242.58165751389382,9233.13993747081
1000.0,479.2597532510837,245.80002542191554,9363.051876743684
1000.0,479.34311437145715,249.09518471413645,9494.7574644078
1000.0,479.4264754918306,252.4678600639941,9628.282167801788
1000.0,479.5098366122041,255.91874701679316,9763.651844087392
1000.0,479.59319773257755,259.4485121210551,9900.892745212208
1000.0,479.67655885295096,263.05779311014237,10040.031522901432
1000.0,479.75991997332443,266.7471991340627,10181.095233679718
1000.0,479.8432810936979,270.5173110412968,10324.111343924365
1000.0,479.92664221407136,274.3686817104332,10469.10773495111
1000.0,480.01000333444483,278.30183643133427,10616.112708133842
1000.0,480.09336445481824,282.31727333549753,10765.154990059642
1000.0,480.1767255751917,286.4154638752161,10916.26373772062
1000.0,480.2600866955652,290.5968533510865,11069.46854374406
1000.0,480.34344781593865,294.86186148735084,11224.799441662482
1000.0,480.4268089363121,299.2108830545067,11382.286911225256
1000.0,480.5101700566856,303.64428853855924,11541.961883753494
1000.0,480.59353117705905,308.16242485623604,11703.855747540021
1000.0,480.67689229743246,312.765616115431,11868.000353296207
1000.0,480.7602534178059,317.4541644200892,12034.42801964763
1000.0,480.8436145381794,322.2283507186946,12203.17153868049
1000.0,480.92697565855286,327.08843569546804,12374.264181540795
1000.0,481.01033677892633,332.034660703337,12547.73970408842
1000.0,481.09369789929974,337.0672487376879,12723.632352608165
1000.0,481.1770590196732,342.18640544986397,12901.976869579994
1000.0,481.2604201400467,347.3923201993285,13082.808499510711
1000.0,481.34378126042014,352.6851671433663,13266.1629948294
1000.0,481.4271423807936,358.06510636315573,13452.076621848933
1000.0,481.5105035011671,363.53228502500076,13640.586166796018
1000.0,481.5938646215405,369.08683857547345,13831.728941912184
1000.0,481.67722574191396,374.7288919691811,14025.542791628268
1000.0,481.7605868622874,380.4585609278333,14222.06609881492
1000.0,481.8439479826609,386.27595322925134,14421.33779111176
1000.0,481.92730910303436,392.18117002493096,14623.397347337828
1000.0,482.0106702234078,398.174307184736,14828.284803986013
1000.0,482.09403134378124,404.25545666727396,15036.040761804223
1000.0,482.1773924641547,410.4247079144773,15246.706392466062
1000.0,482.2607535845282,416.68214926888817,15460.323445333843
1000.0,482.34411470490164,423.0278694121218,15676.934254316793
1000.0,482.4274758252751,429.4619588229649,15896.581744827357
1000.0,482.5108369456485,435.9845112535428,16119.309440838537
1000.0,482.594198066022,442.59562522197507,16345.161472045218
1000.0,482.67755918639546,449.29540551992386,16574.182581132518
1000.0,482.7609203067689,456.0839647334264,16806.418131154176
1000.0,482.8442814271424,462.961424775392,17041.914113024042
1000.0,482.92764254751586,469.9279184281373,17280.71715312376
1000.0,483.0110036678893,476.9835908943244,17522.874521029822
1000.0,483.09436478826274,484.1286013546655,17768.434137363034
1000.0,483.1777259086362,491.3631245307533,18017.44458176368
1000.0,483.2610870290097,498.68735225137755,18269.955100995525
1000.0,483.34444814938314,506.1014950206907,18526.015617181834
1000.0,483.4278092697566,513.6057835865888,18785.676736176763
1000.0,483.51117039013,521.200470507682,19048.98975607524
1000.0,483.5945315105035,528.8858317172364,19316.006675864726
1000.0,483.67789263087695,536.6621680824812,19586.780204222054
1000.0,483.7612537512504,544.5298069576846,19861.363768458716
1000.0,483.8446148716239,552.4891037294227,20139.811523617882
1000.0,483.92797599199736,560.5404433524762,20422.17836172649
1000.0,484.0113371123708,568.6842418748141,20708.51992120572
1000.0,484.09469823274424,576.9209479501403,20998.89259644326
1000.0,484.1780593531177,585.2510443365062,21293.353547530634
1000.0,484.26142047349117,593.675049379514,21591.960710169038
1000.0,484.34478159386464,602.1935184786632,21894.772805746994
1000.0,484.4281427142381,610.8070455354233,22201.849351593224
1000.0,484.5115038346115,619.5162643816442,22513.25067140809
1000.0,484.594864954985,628.3218501869488,22829.037905877005
1000.0,484.67822607535845,637.2245208437873,23149.273023469195
1000.0,484.7615871957319,646.2250383288678,23474.018831425146
1000.0,484.8449483161054,655.3242100397151,23803.338986936164
1000.0,484.9283094364788,664.522890105151,24137.298008519403
1000.0,485.01167055685227,673.8219806685252,24475.961287591716
1000.0,485.09503167722573,683.2224331425757,24819.395100245725
1000.0,485.1783927975992,692.725249434834,25167.66661923147
1000.0,485.26175391797267,702.3314831425398,25520.84392614697
1000.0,485.34511503834614,712.0422407160751,25878.99602384108
1000.0,485.4284761587196,721.8586825899769,26242.19284903201
1000.0,485.511837279093,731.7820242806336,26610.50528514477
1000.0,485.5951983994665,741.8135374498239,26984.00517537097
1000.0,485.67855951983995,751.9545509333063,27362.765335954246
1000.0,485.7619206402134,762.2064517337204,27746.85956970464
1000.0,485.8452817605869,772.5706859771132,28136.36267974526
1000.0,485.9286428809603,783.0487598324618,28531.350483494516
1000.0,486.01200400133376,793.6422403936134,28931.899826887242
1000.0,486.09536512170723,804.3527565231234,29338.088598837952
1000.0,486.1787262420807,815.181999657528,29749.99574594956
1000.0,486.26208736245417,826.131724573645,30167.70128747081
1000.0,486.3454484828276,837.2037501155531,30591.286330505678
1000.0,486.42880960320105,848.3999598819601,31020.833085478014
1000.0,486.5121707235745,859.7223028737264,31456.42488185465
1000.0,486.595531843948,871.1727941013751,31898.146184130263
1000.0,486.67889296432145,882.7535151524696,32346.082608077166
1000.0,486.7622540846949,894.4666147188092,32800.32093726331
1000.0,486.8456152050684,906.3143090834462,33260.94913984168
1000.0,486.9289763254418,918.2988825675901,33728.05638561435
1000.0,487.01233744581526,930.4226879375232,34201.73306337436
1000.0,487.09569856618873,942.6881467717134,34682.070798528664
1000.0,487.1790596865622,955.0977497883664,35169.162471005344
1000.0,487.26242080693567,967.6540571337214,35663.102233448284
1000.0,487.3457819273091,980.3596986314499,36163.98552970256
1000.0,487.42914304768254,993.21737399358,36671.90911359368
1000.0,487.512504168056,1006.2298529934229,37186.971068004
1000.0,487.5958652884295,1019.399975601036,37709.270824249325
1000.0,487.67922640880295,1032.7306520818165,38238.909181759176
1000.0,487.7625875291764,1046.2248630588724,38775.988328063744
1000.0,487.8459486495498,1059.8856595398745,39320.61185909082
1000.0,487.9293097699233,1073.7161629091481,39872.88479977599
1000.0,488.01267089029676,1087.719564885815,40432.91362498924
1000.0,488.0960320106702,1101.899127448852,41000.80628078138
1000.0,488.1793931310437,1116.2581827299794,41576.672205953386
1000.0,488.26275425141716,1130.8001328753512,42160.622353952094
1000.0,488.3461153717906,1145.528449877056,42752.76921509547
1000.0,488.42947649216404,1160.446675375501,43353.22683913082
1000.0,488.5128376125375,1175.5584204337856,43962.110858129265
1000.0,488.596198732911,1190.8673652852249,44579.538509719874
1000.0,488.67955985328445,1206.3772590552246,45205.628660666815
1000.0,488.7629209736579,1222.0919194587505,45840.50183079295
1000.0,488.8462820940313,1238.0152324746834,46484.28021725341
1000.0,488.9296432144048,1254.1511519983826,47137.08771916243
1000.0,489.01300433477826,1270.5036994738232,47799.049962577235
1000.0,489.0963654551517,1287.0769635067127,48470.29432584227
1000.0,489.1797265755252,1303.8750994600207,49150.949965297514
1000.0,489.26308769589866,1320.9023290333953,49841.1478413545
1000.0,489.3464488162721,1338.1629398279674,50541.020744943606
1000.0,489.42980993664554,1355.6612848980774,51250.7033243365
1000.0,489.513171057019,1373.4017822914839,51970.33211234732
1000.0,489.5965321773925,1391.388914579645,52700.04555391663
1000.0,489.67989329776594,1409.6272283796825,53439.984034081746
1000.0,489.76325441813935,1428.1213338696646,54190.28990633765
1000.0,489.8466155385128,1446.8759042988638,54951.10752139227
1000.0,489.9299766588863,1465.8956754946669,55722.58325632021
